2019-07-02 16:38:24 [INFO] pandownload version: 2.1.2
2019-07-02 16:38:26 [INFO] aria2 websocket connection opened (127.0.0.1:36875)
2019-07-02 16:38:26 [INFO] aria2 version: 1.34.0
2019-07-03 10:37:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:37:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:37:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:38:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:38:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:38:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:39:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:39:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:39:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:40:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:40:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:40:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:41:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:41:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:41:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:42:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:42:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:42:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:43:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:43:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:43:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:44:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:44:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:44:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:45:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:45:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:45:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:46:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:46:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:46:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:47:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:47:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:47:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:48:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:48:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:48:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:49:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:49:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:49:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:50:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:50:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:50:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:51:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:51:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:51:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:52:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:52:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:52:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:53:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:53:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:53:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:54:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:54:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:54:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:55:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:55:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:55:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:56:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:56:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:56:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:57:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:57:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:57:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:58:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:58:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:58:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:59:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:59:20 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 10:59:40 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:00:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:00:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:00:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:01:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:01:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:01:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:02:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:02:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:02:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:03:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:03:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:03:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:04:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:04:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:04:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:05:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:05:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:05:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:06:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:06:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:06:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:07:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:07:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:07:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:08:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:08:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:08:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:09:01 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:09:21 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:09:41 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 11:10:26 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 15:15:21 [WARN] request error (0x100000038): https://pan.baidu.com/api/quota 
2019-07-03 15:37:26 [WARN] request error (0x100000038): https://pan.baidu.com/api/quota 
2019-07-03 19:18:24 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-03 19:31:34 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-03 19:35:04 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-03 19:41:09 [WARN] ID#1 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2020张宇考研数学闭关修炼.pdf" SIZE="294301894"
2019-07-03 19:41:10 [WARN] ID#1 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2020张宇考研数学闭关修炼.pdf" SIZE="294301894"
2019-07-03 19:41:10 [WARN] ID#1 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/2020张宇考研数学闭关修炼.pdf" SIZE="294301894"
2019-07-03 19:44:35 [WARN] ID#1 - Resource not found(3) FILE="C:/Users/Administrator/Downloads/【批量下载】2020张宇考研数学闭关修炼等.zip" SIZE="296065656"
2019-07-03 19:44:36 [WARN] ID#1 - Resource not found(3) FILE="C:/Users/Administrator/Downloads/【批量下载】2020张宇考研数学闭关修炼等.zip" SIZE="296065656"
2019-07-03 19:44:37 [WARN] ID#1 - Resource not found(3) FILE="C:/Users/Administrator/Downloads/【批量下载】2020张宇考研数学闭关修炼等.zip" SIZE="296065656"
2019-07-03 20:02:41 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-03 20:09:57 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-03 20:10:49 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-03 20:29:48 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 20:30:08 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 20:30:28 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 20:30:48 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 20:31:08 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 20:31:28 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 20:31:48 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 20:32:08 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-03 22:00:56 [WARN] ID#1 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/C++ Primer 5th ed.pdf" SIZE="52803022"
2019-07-03 22:00:57 [WARN] ID#1 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/C++ Primer 5th ed.pdf" SIZE="52803022"
2019-07-03 22:00:57 [WARN] ID#1 - 获取下载链接失败(-6) FILE="C:/Users/Administrator/Downloads/C++ Primer 5th ed.pdf" SIZE="52803022"
2019-07-03 22:18:07 [WARN] request error (0x200000070): https://pan.baidu.com/api/sharedownload {"errno":112,"request_id":4265838773086258599,"server_time":1562163487}
2019-07-04 12:41:39 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-04 13:22:36 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-04 17:45:38 [WARN] request error (0x100000038): https://pan.baidu.com/api/sharedownload 
2019-07-04 17:56:55 [WARN] request error (0x200000070): https://pan.baidu.com/api/sharedownload {"errno":112,"request_id":4284824866420553594,"server_time":1562234216}
2019-07-04 17:58:58 [WARN] request error (0x100000023): https://pan.baidu.com/share/list 
2019-07-04 19:17:35 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-04 19:17:55 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-04 19:18:15 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-04 19:18:59 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-04 20:08:20 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-04 20:10:14 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-04 20:12:00 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-04 20:12:51 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-04 20:14:39 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-04 20:16:20 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-05 05:47:40 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-05 05:48:30 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-05 05:49:12 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:49:54 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:51:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:51:52 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:52:34 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:53:16 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:54:32 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:55:14 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:55:56 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 05:56:38 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 11:10:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 12:36:09 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-05 19:26:43 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-05 19:31:36 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-05 19:32:26 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-05 19:33:08 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:34:23 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:35:05 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:35:48 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:36:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:37:45 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:38:27 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:39:09 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:39:52 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:41:07 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 19:41:49 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-05 20:36:31 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-05 20:53:06 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-05 21:35:08 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-05 21:35:46 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-06 02:04:55 [WARN] request error (0x100000023): https://pan.baidu.com/api/quota 
2019-07-07 00:29:21 [WARN] request error (0x100000038): https://pan.baidu.com/api/quota 
2019-07-07 01:19:23 [WARN] aria2 websocket connection closed (127.0.0.1:36875), code: 1006 (Abnormal close), reason: 
